/Accel,0,-168,160,2017,3.360000
/Accel,0,-346,327,4044,3.360000
/Accel,0,-346,327,4044,3.360000
/Accel,0,-347,326,4042,3.360000
/Accel,0,-347,326,4042,3.360000
/Accel,0,-348,327,4043,3.360000
/Accel,0,-344,327,4043,3.360000
/Accel,0,-344,327,4043,3.360000
/Accel,0,-344,327,4043,3.360000
/Accel,0,-344,327,4043,3.360000
/Accel,0,-344,314,4046,3.360000
/Accel,0,-344,314,4046,3.360000
/Accel,0,-344,314,4046,3.360000
/Accel,0,-344,314,4046,3.360000
/Accel,0,-343,323,4043,3.360000
/Accel,0,-343,323,4043,3.360000
/Accel,0,-343,323,4043,3.360000
/Accel,0,-343,323,4043,3.360000
/Accel,0,-344,325,4044,3.360000
/Accel,0,-344,325,4044,3.360000
/Accel,0,-344,325,4044,3.360000
/Accel,0,-352,327,4049,3.360000
/Accel,0,-345,325,4044,3.360000
/Accel,0,-334,364,4036,3.360000
/Accel,0,-334,364,4036,3.360000
/Accel,0,-334,364,4036,3.360000
/Accel,0,-346,317,4051,3.360000
/Accel,0,-346,317,4051,3.360000
/Accel,0,-346,317,4051,3.360000
/Accel,0,-344,316,4046,3.360000
/Accel,0,-344,316,4046,3.360000
/Accel,0,-344,316,4046,3.360000
/Accel,0,-344,316,4046,3.360000
/Accel,0,-345,323,4047,3.360000
/Accel,0,-345,323,4047,3.360000
/Accel,0,-345,323,4047,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-347,321,4045,3.360000
/Accel,0,-319,467,4037,3.360000
/Accel,0,-319,467,4037,3.360000
/Accel,0,-319,467,4037,3.360000
/Accel,0,-323,314,4052,3.360000
/Accel,0,-323,314,4052,3.360000
/Accel,0,-323,314,4052,3.360000
/Accel,0,-323,314,4052,3.360000
/Accel,0,-345,322,4045,3.360000
/Accel,0,-345,322,4045,3.360000
/Accel,0,-345,322,4045,3.360000
/Accel,0,-346,321,4042,3.360000
/Accel,0,-323,340,4043,3.360000
/Accel,0,-323,340,4043,3.360000
/Accel,0,-345,321,4045,3.360000
/Accel,0,-345,321,4045,3.360000
/Accel,0,-345,321,4045,3.360000
/Accel,0,-345,321,4045,3.360000
/Accel,0,-345,321,4044,3.360000
/Accel,0,-345,321,4044,3.360000
/Accel,0,-345,322,4046,3.360000
/Accel,0,-345,322,4046,3.360000
/Accel,0,-345,322,4046,3.360000
/Accel,0,-309,301,4052,3.360000
/Accel,0,-346,323,4043,3.360000
/Accel,0,-346,323,4043,3.360000
/Accel,0,-346,323,4043,3.360000
/Accel,0,-346,323,4043,3.360000
/Accel,0,-345,322,4046,3.360000
/Accel,0,-344,320,4042,3.360000
/Accel,0,-349,324,4044,3.360000
/Accel,0,-349,324,4044,3.360000
/Accel,0,-349,324,4044,3.360000
/Accel,0,-349,324,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-344,322,4044,3.360000
/Accel,0,-335,333,4044,3.360000
