$GPGGA,191747.000,4433.9963561,N,12317.6159084,W,0,00,0.0,55.600,M,0.000,M,,0000*42
$GPGGA,194751.000,4433.9953756,N,12317.6158135,W,4,10,1.1,77.350,M,-23.500,M,,0000*53
$GPGGA,214747.000,4433.9942591,N,12317.6173179,W,0,00,0.0,51.210,M,0.000,M,,0000*4A
$GPGGA,220327.000,4433.9953444,N,12317.6160752,W,5,13,0.9,77.470,M,-23.500,M,,0000*58
$GPGGA,221751.000,4433.9953670,N,12317.6158082,W,4,11,1.0,77.383,M,-23.500,M,,0000*58
$GPGGA,001947.000,4433.9951529,N,12317.6160116,W,0,00,0.0,57.400,M,0.000,M,,0000*49
$GPGGA,002409.000,4433.9953659,N,12317.6158218,W,4,13,0.9,77.366,M,-23.500,M,,0000*5E
$GPGGA,004951.000,4433.9953753,N,12317.6158276,W,4,12,0.8,77.332,M,-23.500,M,,0000*5A
$GPGGA,025247.000,4433.9943966,N,12317.6144646,W,0,00,0.0,54.990,M,0.000,M,,0000*43
$GPGGA,032251.000,4433.9953707,N,12317.6158348,W,4,14,0.8,77.359,M,-23.500,M,,0000*52
$GPGGA,052547.000,4433.9959779,N,12317.6165272,W,0,00,0.0,53.220,M,0.000,M,,0000*48
$GPGGA,055551.000,4433.9953710,N,12317.6158315,W,4,14,0.8,77.376,M,-23.500,M,,0000*57
$GPGGA,072031.000,4433.9961154,N,12317.6174554,W,0,00,0.0,52.790,M,0.000,M,,0000*40
$GPGGA,072056.000,4434.0010960,N,12317.6223766,W,0,00,99.9,91.989,M,-23.500,M,,0000*64
$GPGGA,072102.000,4433.9977638,N,12317.6086346,W,2,07,2.3,56.425,M,-23.500,M,,0000*56
$GPGGA,072104.000,1741.0652248,N,09849.4543688,W,1,11,1.3,149433648.000,M,-8.900,M,,0000*52
$GPGGA,072116.000,1741.0652248,N,09849.4543688,W,0,00,1.3,149433648.000,M,-8.900,M,,0000*50
$GPGGA,072118.000,1741.0652248,N,09849.4543688,W,0,00,1.3,149433648.000,M,-8.900,M,,0000*5E
